Sale Key,City Key,Customer Key,Bill To Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key,Profit Margin,Customer Segment,Stock Item,Color,City,State Province,Customer
19710,49253,0,0,98,2013-05-01,5/2/2013,52,6070,Ogre battery-powered slippers (Green) S,Each,4,32.0,15,128.0,19.2,96.0,147.2,4,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) S,,Meadowdale,Washington,Unknown
21487,41568,0,0,98,2013-05-10,5/11/2013,68,6614,Ogre battery-powered slippers (Green) S,Each,4,32.0,15,128.0,19.2,96.0,147.2,4,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) S,,Lompoc,California,Unknown
31911,48762,0,0,93,2013-07-08,7/9/2013,39,9833,Plush shark slippers (Gray) M,Each,4,32.0,15,128.0,19.2,96.0,147.2,4,0,11,0.6521739130434783,Standard,Plush shark slippers (Gray) M,Gray,Arrowbear Lake,California,Unknown
35249,76936,0,0,101,2013-07-25,7/26/2013,74,10874,Dinosaur battery-powered slippers (Green) M,Each,4,32.0,15,128.0,19.2,96.0,147.2,4,0,11,0.6521739130434783,Standard,Dinosaur battery-powered slippers (Green) M,,Newberg,Oregon,Unknown
45211,48937,0,0,90,2013-09-25,9/26/2013,85,13961,Furry gorilla with big eyes slippers (Black) S,Each,4,32.0,15,128.0,19.2,96.0,147.2,4,0,11,0.6521739130434783,Standard,Furry gorilla with big eyes slippers (Black) S,Black,Caruthers,California,Unknown
9301,47692,0,0,208,2013-03-02,3/3/2013,39,2864,USB food flash drive - donut,Each,7,32.0,15,224.0,33.6,140.0,257.6,7,0,11,0.5434782608695652,Standard,USB food flash drive - donut,,Termo,California,Unknown
10037,48762,0,0,213,2013-03-06,3/7/2013,50,3085,USB food flash drive - pizza slice,Each,7,32.0,15,224.0,33.6,140.0,257.6,7,0,11,0.5434782608695652,Standard,USB food flash drive - pizza slice,,Arrowbear Lake,California,Unknown
15281,47855,0,0,206,2013-04-05,4/6/2013,39,4697,USB food flash drive - fortune cookie,Each,7,32.0,15,224.0,33.6,140.0,257.6,7,0,11,0.5434782608695652,Standard,USB food flash drive - fortune cookie,,Yermo,California,Unknown
21630,44333,0,0,206,2013-05-11,5/12/2013,63,6653,USB food flash drive - fortune cookie,Each,7,32.0,15,224.0,33.6,140.0,257.6,7,0,11,0.5434782608695652,Standard,USB food flash drive - fortune cookie,,Rail Road Flat,California,Unknown
21679,59588,0,0,214,2013-05-13,5/14/2013,68,6671,USB food flash drive - hot dog,Each,7,32.0,15,224.0,33.6,140.0,257.6,7,0,11,0.5434782608695652,Standard,USB food flash drive - hot dog,,Newberg,Oregon,Unknown
29854,49253,0,0,215,2013-06-27,6/28/2013,63,9190,USB food flash drive - hamburger,Each,7,32.0,15,224.0,33.6,140.0,257.6,7,0,11,0.5434782608695652,Standard,USB food flash drive - hamburger,,Meadowdale,Washington,Unknown
38817,47757,0,0,210,2013-08-17,8/18/2013,19,11987,USB food flash drive - chocolate bar,Each,7,32.0,15,224.0,33.6,140.0,257.6,7,0,11,0.5434782608695652,Standard,USB food flash drive - chocolate bar,,Valley View Park,California,Unknown
40491,72125,0,0,216,2013-08-28,8/29/2013,81,12509,USB food flash drive - sushi roll,Each,7,32.0,15,224.0,33.6,140.0,257.6,7,0,11,0.5434782608695652,Standard,USB food flash drive - sushi roll,,Wrangell,Alaska,Unknown
41477,41568,0,0,210,2013-09-04,9/5/2013,77,12818,USB food flash drive - chocolate bar,Each,7,32.0,15,224.0,33.6,140.0,257.6,7,0,11,0.5434782608695652,Standard,USB food flash drive - chocolate bar,,Lompoc,California,Unknown
14727,44333,0,0,95,2013-04-02,4/3/2013,51,4525,Ogre battery-powered slippers (Green) XL,Each,7,32.0,15,224.0,33.6,164.5,257.6,7,0,11,0.638586956521739,Standard,Ogre battery-powered slippers (Green) XL,,Rail Road Flat,California,Unknown
29502,47855,0,0,83,2013-06-25,6/26/2013,19,9083,Animal with big feet slippers (Brown) XL,Each,7,32.0,15,224.0,33.6,164.5,257.6,7,0,11,0.638586956521739,Standard,Animal with big feet slippers (Brown) XL,,Yermo,California,Unknown
33707,89925,0,0,83,2013-07-17,7/18/2013,49,10393,Animal with big feet slippers (Brown) XL,Each,7,32.0,15,224.0,33.6,164.5,257.6,7,0,11,0.638586956521739,Standard,Animal with big feet slippers (Brown) XL,,Cave Junction,Oregon,Unknown
39410,72894,0,0,87,2013-08-21,8/22/2013,70,12173,Furry gorilla with big eyes slippers (Black) XL,Each,7,32.0,15,224.0,33.6,164.5,257.6,7,0,11,0.638586956521739,Standard,Furry gorilla with big eyes slippers (Black) XL,Black,Port Chilkoot,Alaska,Unknown
5400,48851,0,0,97,2013-02-01,2/2/2013,38,1686,Ogre battery-powered slippers (Green) M,Each,7,32.0,15,224.0,33.6,168.0,257.6,7,0,11,0.6521739130434782,Standard,Ogre battery-powered slippers (Green) M,,Bombay Beach,California,Unknown
10519,44333,0,0,84,2013-03-08,3/9/2013,19,3231,Animal with big feet slippers (Brown) L,Each,7,32.0,15,224.0,33.6,168.0,257.6,7,0,11,0.6521739130434782,Standard,Animal with big feet slippers (Brown) L,,Rail Road Flat,California,Unknown
27974,72709,0,0,100,2013-06-18,6/19/2013,19,8629,Dinosaur battery-powered slippers (Green) L,Each,7,32.0,15,224.0,33.6,168.0,257.6,7,0,11,0.6521739130434782,Standard,Dinosaur battery-powered slippers (Green) L,,Ekwok,Alaska,Unknown
28441,44333,0,0,86,2013-06-19,6/20/2013,68,8762,Animal with big feet slippers (Brown) S,Each,7,32.0,15,224.0,33.6,168.0,257.6,7,0,11,0.6521739130434782,Standard,Animal with big feet slippers (Brown) S,,Rail Road Flat,California,Unknown
34257,47741,0,0,101,2013-07-19,7/20/2013,74,10558,Dinosaur battery-powered slippers (Green) M,Each,7,32.0,15,224.0,33.6,168.0,257.6,7,0,11,0.6521739130434782,Standard,Dinosaur battery-powered slippers (Green) M,,Twin Peaks,California,Unknown
48173,77092,0,0,93,2013-10-15,10/16/2013,83,14860,Plush shark slippers (Gray) M,Each,7,32.0,15,224.0,33.6,168.0,257.6,7,0,11,0.6521739130434782,Standard,Plush shark slippers (Gray) M,Gray,Wasco,Oregon,Unknown
4452,72610,0,0,211,2013-01-28,1/29/2013,25,1412,USB food flash drive - banana,Each,5,32.0,15,160.0,24.0,100.0,184.0,5,0,11,0.5434782608695652,Standard,USB food flash drive - banana,,Akhiok,Alaska,Unknown
17752,48763,0,0,210,2013-04-19,4/20/2013,39,5466,USB food flash drive - chocolate bar,Each,5,32.0,15,160.0,24.0,100.0,184.0,5,0,11,0.5434782608695652,Standard,USB food flash drive - chocolate bar,,Arrowhead Highlands,California,Unknown
25444,72709,0,0,216,2013-06-03,6/4/2013,19,7832,USB food flash drive - sushi roll,Each,5,32.0,15,160.0,24.0,100.0,184.0,5,0,11,0.5434782608695652,Standard,USB food flash drive - sushi roll,,Ekwok,Alaska,Unknown
27169,47134,0,0,206,2013-06-12,6/13/2013,39,8374,USB food flash drive - fortune cookie,Each,5,32.0,15,160.0,24.0,100.0,184.0,5,0,11,0.5434782608695652,Standard,USB food flash drive - fortune cookie,,Nicasio,California,Unknown
34204,72709,0,0,207,2013-07-19,7/20/2013,62,10542,USB food flash drive - shrimp cocktail,Each,5,32.0,15,160.0,24.0,100.0,184.0,5,0,11,0.5434782608695652,Standard,USB food flash drive - shrimp cocktail,,Ekwok,Alaska,Unknown
37933,48763,0,0,215,2013-08-12,8/13/2013,80,11713,USB food flash drive - hamburger,Each,5,32.0,15,160.0,24.0,100.0,184.0,5,0,11,0.5434782608695652,Standard,USB food flash drive - hamburger,,Arrowhead Highlands,California,Unknown
39596,77092,0,0,208,2013-08-22,8/23/2013,76,12229,USB food flash drive - donut,Each,5,32.0,15,160.0,24.0,100.0,184.0,5,0,11,0.5434782608695652,Standard,USB food flash drive - donut,,Wasco,Oregon,Unknown
42256,47757,0,0,215,2013-09-09,9/10/2013,80,13063,USB food flash drive - hamburger,Each,5,32.0,15,160.0,24.0,100.0,184.0,5,0,11,0.5434782608695652,Standard,USB food flash drive - hamburger,,Valley View Park,California,Unknown
42570,41432,0,0,213,2013-09-10,9/11/2013,84,13156,USB food flash drive - pizza slice,Each,5,32.0,15,160.0,24.0,100.0,184.0,5,0,11,0.5434782608695652,Standard,USB food flash drive - pizza slice,,Jesmond Dene,California,Unknown
1048,63578,0,0,91,2013-01-07,1/8/2013,19,402,Plush shark slippers (Gray) XL,Each,5,32.0,15,160.0,24.0,117.5,184.0,5,0,11,0.6385869565217391,Standard,Plush shark slippers (Gray) XL,Gray,Cave Junction,Oregon,Unknown
1050,63578,0,0,83,2013-01-07,1/8/2013,19,402,Animal with big feet slippers (Brown) XL,Each,5,32.0,15,160.0,24.0,117.5,184.0,5,0,11,0.6385869565217391,Standard,Animal with big feet slippers (Brown) XL,,Cave Junction,Oregon,Unknown
25647,47692,0,0,87,2013-06-04,6/5/2013,49,7898,Furry gorilla with big eyes slippers (Black) XL,Each,5,32.0,15,160.0,24.0,117.5,184.0,5,0,11,0.6385869565217391,Standard,Furry gorilla with big eyes slippers (Black) XL,Black,Termo,California,Unknown
29340,72125,0,0,87,2013-06-25,6/26/2013,77,9033,Furry gorilla with big eyes slippers (Black) XL,Each,5,32.0,15,160.0,24.0,117.5,184.0,5,0,11,0.6385869565217391,Standard,Furry gorilla with big eyes slippers (Black) XL,Black,Wrangell,Alaska,Unknown
38266,91464,0,0,87,2013-08-13,8/14/2013,19,11813,Furry gorilla with big eyes slippers (Black) XL,Each,5,32.0,15,160.0,24.0,117.5,184.0,5,0,11,0.6385869565217391,Standard,Furry gorilla with big eyes slippers (Black) XL,Black,Venersborg,Washington,Unknown
42761,48762,0,0,83,2013-09-11,9/12/2013,85,13215,Animal with big feet slippers (Brown) XL,Each,5,32.0,15,160.0,24.0,117.5,184.0,5,0,11,0.6385869565217391,Standard,Animal with big feet slippers (Brown) XL,,Arrowbear Lake,California,Unknown
32,49253,0,0,88,2013-01-01,1/2/2013,6,14,Furry gorilla with big eyes slippers (Black) L,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Furry gorilla with big eyes slippers (Black) L,Black,Meadowdale,Washington,Unknown
4786,72709,0,0,85,2013-01-30,1/31/2013,25,1509,Animal with big feet slippers (Brown) M,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Animal with big feet slippers (Brown) M,,Ekwok,Alaska,Unknown
5164,48937,0,0,86,2013-01-31,2/1/2013,35,1616,Animal with big feet slippers (Brown) S,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Animal with big feet slippers (Brown) S,,Caruthers,California,Unknown
5166,48937,0,0,85,2013-01-31,2/1/2013,35,1616,Animal with big feet slippers (Brown) M,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Animal with big feet slippers (Brown) M,,Caruthers,California,Unknown
14606,72709,0,0,96,2013-04-02,4/3/2013,58,4490,Ogre battery-powered slippers (Green) L,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) L,,Ekwok,Alaska,Unknown
15700,41432,0,0,102,2013-04-08,4/9/2013,19,4827,Dinosaur battery-powered slippers (Green) S,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Dinosaur battery-powered slippers (Green) S,,Jesmond Dene,California,Unknown
17488,66176,0,0,89,2013-04-18,4/19/2013,39,5386,Furry gorilla with big eyes slippers (Black) M,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Furry gorilla with big eyes slippers (Black) M,Black,Yerington,Nevada,Unknown
17994,48937,0,0,101,2013-04-22,4/23/2013,61,5543,Dinosaur battery-powered slippers (Green) M,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Dinosaur battery-powered slippers (Green) M,,Caruthers,California,Unknown
21485,41568,0,0,89,2013-05-10,5/11/2013,68,6614,Furry gorilla with big eyes slippers (Black) M,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Furry gorilla with big eyes slippers (Black) M,Black,Lompoc,California,Unknown
23966,72709,0,0,96,2013-05-25,5/26/2013,68,7385,Ogre battery-powered slippers (Green) L,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) L,,Ekwok,Alaska,Unknown
24135,47692,0,0,97,2013-05-27,5/28/2013,68,7435,Ogre battery-powered slippers (Green) M,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) M,,Termo,California,Unknown
27281,49253,0,0,101,2013-06-13,6/14/2013,49,8409,Dinosaur battery-powered slippers (Green) M,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Dinosaur battery-powered slippers (Green) M,,Meadowdale,Washington,Unknown
27830,48937,0,0,90,2013-06-17,6/18/2013,39,8584,Furry gorilla with big eyes slippers (Black) S,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Furry gorilla with big eyes slippers (Black) S,Black,Caruthers,California,Unknown
27975,72709,0,0,97,2013-06-18,6/19/2013,19,8629,Ogre battery-powered slippers (Green) M,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) M,,Ekwok,Alaska,Unknown
29154,40971,0,0,98,2013-06-24,6/25/2013,62,8975,Ogre battery-powered slippers (Green) S,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) S,,Venersborg,Washington,Unknown
29855,49253,0,0,97,2013-06-27,6/28/2013,63,9190,Ogre battery-powered slippers (Green) M,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) M,,Meadowdale,Washington,Unknown
33500,72610,0,0,96,2013-07-16,7/17/2013,74,10334,Ogre battery-powered slippers (Green) L,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) L,,Akhiok,Alaska,Unknown
34796,41568,0,0,96,2013-07-23,7/24/2013,77,10727,Ogre battery-powered slippers (Green) L,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) L,,Lompoc,California,Unknown
39256,87633,0,0,101,2013-08-20,8/21/2013,81,12120,Dinosaur battery-powered slippers (Green) M,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Dinosaur battery-powered slippers (Green) M,,Meadowdale,Washington,Unknown
45548,48851,0,0,90,2013-09-26,9/27/2013,74,14063,Furry gorilla with big eyes slippers (Black) S,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Furry gorilla with big eyes slippers (Black) S,Black,Bombay Beach,California,Unknown
47717,41432,0,0,94,2013-10-11,10/12/2013,70,14722,Plush shark slippers (Gray) S,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Plush shark slippers (Gray) S,Gray,Jesmond Dene,California,Unknown
48477,47855,0,0,88,2013-10-16,10/17/2013,83,14953,Furry gorilla with big eyes slippers (Black) L,Each,5,32.0,15,160.0,24.0,120.0,184.0,5,0,11,0.6521739130434783,Standard,Furry gorilla with big eyes slippers (Black) L,Black,Yermo,California,Unknown
23252,40971,0,0,215,2013-05-21,5/22/2013,68,7162,USB food flash drive - hamburger,Each,10,32.0,15,320.0,48.0,200.0,368.0,10,0,11,0.5434782608695652,Standard,USB food flash drive - hamburger,,Venersborg,Washington,Unknown
29663,47855,0,0,206,2013-06-26,6/27/2013,19,9133,USB food flash drive - fortune cookie,Each,10,32.0,15,320.0,48.0,200.0,368.0,10,0,11,0.5434782608695652,Standard,USB food flash drive - fortune cookie,,Yermo,California,Unknown
30105,48851,0,0,207,2013-06-28,6/29/2013,77,9272,USB food flash drive - shrimp cocktail,Each,10,32.0,15,320.0,48.0,200.0,368.0,10,0,11,0.5434782608695652,Standard,USB food flash drive - shrimp cocktail,,Bombay Beach,California,Unknown
4824,72610,0,0,99,2013-01-30,1/31/2013,25,1521,Dinosaur battery-powered slippers (Green) XL,Each,10,32.0,15,320.0,48.0,235.0,368.0,10,0,11,0.6385869565217391,Standard,Dinosaur battery-powered slippers (Green) XL,,Akhiok,Alaska,Unknown
13043,72709,0,0,95,2013-03-22,3/23/2013,39,3999,Ogre battery-powered slippers (Green) XL,Each,10,32.0,15,320.0,48.0,235.0,368.0,10,0,11,0.6385869565217391,Standard,Ogre battery-powered slippers (Green) XL,,Ekwok,Alaska,Unknown
25493,72894,0,0,49,2013-06-03,6/4/2013,74,7849,32 mm Anti static bubble wrap (Blue) 10m,Each,10,32.0,15,320.0,48.0,160.0,368.0,10,0,11,0.43478260869565216,Standard,32 mm Anti static bubble wrap (Blue) 10m,Blue,Port Chilkoot,Alaska,Unknown
34852,47741,0,0,49,2013-07-23,7/24/2013,63,10743,32 mm Anti static bubble wrap (Blue) 10m,Each,10,32.0,15,320.0,48.0,160.0,368.0,10,0,11,0.43478260869565216,Standard,32 mm Anti static bubble wrap (Blue) 10m,Blue,Twin Peaks,California,Unknown
39389,72610,0,0,99,2013-08-21,8/22/2013,19,12167,Dinosaur battery-powered slippers (Green) XL,Each,10,32.0,15,320.0,48.0,235.0,368.0,10,0,11,0.6385869565217391,Standard,Dinosaur battery-powered slippers (Green) XL,,Akhiok,Alaska,Unknown
41809,72610,0,0,99,2013-09-05,9/6/2013,70,12918,Dinosaur battery-powered slippers (Green) XL,Each,10,32.0,15,320.0,48.0,235.0,368.0,10,0,11,0.6385869565217391,Standard,Dinosaur battery-powered slippers (Green) XL,,Akhiok,Alaska,Unknown
46843,44333,0,0,16,2013-10-05,10/6/2013,85,14454,Tape dispenser (Red),Each,10,32.0,15,320.0,48.0,150.0,368.0,10,0,11,0.4076086956521739,Standard,Tape dispenser (Red),,Rail Road Flat,California,Unknown
48774,47855,0,0,16,2013-10-18,10/19/2013,70,15045,Tape dispenser (Red),Each,10,32.0,15,320.0,48.0,150.0,368.0,10,0,11,0.4076086956521739,Standard,Tape dispenser (Red),,Yermo,California,Unknown
2523,72610,0,0,84,2013-01-15,1/16/2013,19,834,Animal with big feet slippers (Brown) L,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Animal with big feet slippers (Brown) L,,Akhiok,Alaska,Unknown
5319,47855,0,0,88,2013-02-01,2/2/2013,30,1663,Furry gorilla with big eyes slippers (Black) L,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Furry gorilla with big eyes slippers (Black) L,Black,Yermo,California,Unknown
9300,47692,0,0,102,2013-03-02,3/3/2013,39,2864,Dinosaur battery-powered slippers (Green) S,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Dinosaur battery-powered slippers (Green) S,,Termo,California,Unknown
15166,48851,0,0,88,2013-04-04,4/5/2013,49,4658,Furry gorilla with big eyes slippers (Black) L,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Furry gorilla with big eyes slippers (Black) L,Black,Bombay Beach,California,Unknown
17726,72125,0,0,89,2013-04-19,4/20/2013,19,5457,Furry gorilla with big eyes slippers (Black) M,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Furry gorilla with big eyes slippers (Black) M,Black,Wrangell,Alaska,Unknown
21488,41568,0,0,100,2013-05-10,5/11/2013,68,6614,Dinosaur battery-powered slippers (Green) L,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Dinosaur battery-powered slippers (Green) L,,Lompoc,California,Unknown
22203,48762,0,0,97,2013-05-15,5/16/2013,52,6838,Ogre battery-powered slippers (Green) M,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) M,,Arrowbear Lake,California,Unknown
22204,48762,0,0,88,2013-05-15,5/16/2013,52,6838,Furry gorilla with big eyes slippers (Black) L,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Furry gorilla with big eyes slippers (Black) L,Black,Arrowbear Lake,California,Unknown
23168,47757,0,0,94,2013-05-21,5/22/2013,19,7134,Plush shark slippers (Gray) S,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Plush shark slippers (Gray) S,Gray,Valley View Park,California,Unknown
28944,48762,0,0,86,2013-06-21,6/22/2013,49,8911,Animal with big feet slippers (Brown) S,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Animal with big feet slippers (Brown) S,,Arrowbear Lake,California,Unknown
29339,72125,0,0,96,2013-06-25,6/26/2013,77,9033,Ogre battery-powered slippers (Green) L,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) L,,Wrangell,Alaska,Unknown
37178,76936,0,0,97,2013-08-06,8/7/2013,78,11467,Ogre battery-powered slippers (Green) M,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) M,,Newberg,Oregon,Unknown
37831,47134,0,0,97,2013-08-10,8/11/2013,70,11679,Ogre battery-powered slippers (Green) M,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Ogre battery-powered slippers (Green) M,,Nicasio,California,Unknown
42134,48851,0,0,84,2013-09-07,9/8/2013,19,13018,Animal with big feet slippers (Brown) L,Each,10,32.0,15,320.0,48.0,240.0,368.0,10,0,11,0.6521739130434783,Standard,Animal with big feet slippers (Brown) L,,Bombay Beach,California,Unknown
14863,48763,0,0,135,2013-04-03,4/4/2013,39,4564,The Gu red shirt XML tag t-shirt (White) 4XL,Each,24,18.0,15,432.0,64.8,240.0,496.8,24,0,11,0.4830917874396135,Standard,The Gu red shirt XML tag t-shirt (White) 4XL,White,Arrowhead Highlands,California,Unknown
34982,47741,0,0,122,2013-07-24,7/25/2013,63,10782,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,24,18.0,15,432.0,64.8,240.0,496.8,24,0,11,0.4830917874396135,Standard,The Gu red shirt XML tag t-shirt (Black) 4XL,Black,Twin Peaks,California,Unknown
42453,72761,0,0,135,2013-09-10,9/11/2013,84,13122,The Gu red shirt XML tag t-shirt (White) 4XL,Each,24,18.0,15,432.0,64.8,240.0,496.8,24,0,11,0.4830917874396135,Standard,The Gu red shirt XML tag t-shirt (White) 4XL,White,Iliamna,Alaska,Unknown
46021,44333,0,0,121,2013-09-30,10/1/2013,81,14207,The Gu red shirt XML tag t-shirt (Black) 5XL,Each,24,18.0,15,432.0,64.8,240.0,496.8,24,0,11,0.4830917874396135,Standard,The Gu red shirt XML tag t-shirt (Black) 5XL,Black,Rail Road Flat,California,Unknown
3799,48851,0,0,137,2013-01-24,1/25/2013,35,1221,The Gu red shirt XML tag t-shirt (White) XXL,Each,24,18.0,15,432.0,64.8,252.0,496.8,24,0,11,0.5072463768115942,Standard,The Gu red shirt XML tag t-shirt (White) XXL,White,Bombay Beach,California,Unknown
13373,41432,0,0,132,2013-03-25,3/26/2013,51,4104,The Gu red shirt XML tag t-shirt (White) 7XL,Each,24,18.0,15,432.0,64.8,228.0,496.8,24,0,11,0.45893719806763283,Standard,The Gu red shirt XML tag t-shirt (White) 7XL,White,Jesmond Dene,California,Unknown
15701,41432,0,0,77,2013-04-08,4/9/2013,19,4827,Halloween zombie mask (Light Brown) M,Each,24,18.0,15,432.0,64.8,-24.0,496.8,24,0,11,-0.04830917874396135,Standard,Halloween zombie mask (Light Brown) M,Light Brown,Jesmond Dene,California,Unknown
17219,47134,0,0,77,2013-04-17,4/18/2013,39,5302,Halloween zombie mask (Light Brown) M,Each,24,18.0,15,432.0,64.8,-24.0,496.8,24,0,11,-0.04830917874396135,Standard,Halloween zombie mask (Light Brown) M,Light Brown,Nicasio,California,Unknown
17909,48937,0,0,73,2013-04-20,4/21/2013,61,5514,Halloween skull mask (Gray) M,Each,24,18.0,15,432.0,64.8,72.0,496.8,24,0,11,0.14492753623188406,Standard,Halloween skull mask (Gray) M,Gray,Caruthers,California,Unknown
22261,66176,0,0,137,2013-05-15,5/16/2013,68,6857,The Gu red shirt XML tag t-shirt (White) XXL,Each,24,18.0,15,432.0,64.8,252.0,496.8,24,0,11,0.5072463768115942,Standard,The Gu red shirt XML tag t-shirt (White) XXL,White,Yerington,Nevada,Unknown
22616,47741,0,0,138,2013-05-17,5/18/2013,68,6965,The Gu red shirt XML tag t-shirt (White) XL,Each,24,18.0,15,432.0,64.8,252.0,496.8,24,0,11,0.5072463768115942,Standard,The Gu red shirt XML tag t-shirt (White) XL,White,Twin Peaks,California,Unknown
24906,48851,0,0,74,2013-05-30,5/31/2013,36,7668,Halloween skull mask (Gray) S,Each,24,18.0,15,432.0,64.8,72.0,496.8,24,0,11,0.14492753623188406,Standard,Halloween skull mask (Gray) S,Gray,Bombay Beach,California,Unknown
36693,41432,0,0,125,2013-08-03,8/4/2013,19,11325,The Gu red shirt XML tag t-shirt (Black) XL,Each,24,18.0,15,432.0,64.8,252.0,496.8,24,0,11,0.5072463768115942,Standard,The Gu red shirt XML tag t-shirt (Black) XL,Black,Jesmond Dene,California,Unknown
39967,44333,0,0,71,2013-08-26,8/27/2013,19,12350,Halloween skull mask (Gray) XL,Each,24,18.0,15,432.0,64.8,72.0,496.8,24,0,11,0.14492753623188406,Standard,Halloween skull mask (Gray) XL,Gray,Rail Road Flat,California,Unknown
42152,77092,0,0,72,2013-09-07,9/8/2013,83,13025,Halloween skull mask (Gray) L,Each,24,18.0,15,432.0,64.8,72.0,496.8,24,0,11,0.14492753623188406,Standard,Halloween skull mask (Gray) L,Gray,Wasco,Oregon,Unknown
43207,47692,0,0,72,2013-09-14,9/15/2013,74,13347,Halloween skull mask (Gray) L,Each,24,18.0,15,432.0,64.8,72.0,496.8,24,0,11,0.14492753623188406,Standard,Halloween skull mask (Gray) L,Gray,Termo,California,Unknown
46342,44333,0,0,138,2013-10-01,10/2/2013,86,14300,The Gu red shirt XML tag t-shirt (White) XL,Each,24,18.0,15,432.0,64.8,252.0,496.8,24,0,11,0.5072463768115942,Standard,The Gu red shirt XML tag t-shirt (White) XL,White,Rail Road Flat,California,Unknown
5586,72610,0,0,129,2013-02-02,2/3/2013,30,1743,The Gu red shirt XML tag t-shirt (Black) XS,Each,24,18.0,15,432.0,64.8,264.0,496.8,24,0,11,0.5314009661835749,Standard,The Gu red shirt XML tag t-shirt (Black) XS,Black,Akhiok,Alaska,Unknown
12259,72125,0,0,129,2013-03-19,3/20/2013,39,3764,The Gu red shirt XML tag t-shirt (Black) XS,Each,24,18.0,15,432.0,64.8,264.0,496.8,24,0,11,0.5314009661835749,Standard,The Gu red shirt XML tag t-shirt (Black) XS,Black,Wrangell,Alaska,Unknown
